id,num_events,total_count,tx_fatal,tx_event,time,students,took_damage,Q5_2_aUsedForBefore4,QII_1Province,elementary,high_school,pct_walking_before,pct_walking_now,school_levels
4484,0,0,0,0,post,249,0,NA,29,1,0,0.3904382470119522,0.39357429718875503,1
979,0,0,0,0,post,253,1,NA,3,1,0,0.3861003861003861,0.3952569169960474,1
1642,34,155,1,1,post,130,0,NA,13,1,0,0.11494252873563218,0.23076923076923078,1
3247,5,45,1,1,post,120,0,NA,28,1,0,0.010714285714285714,0.025,1
5143,0,0,0,0,post,279,0,NA,1,1,0,0.05338078291814947,0.053763440860215055,1
4022,11,0,0,1,post,256,0,NA,6,1,0,0.03367003367003367,0.0390625,1
4500,0,0,0,0,post,334,0,NA,29,1,0,0.3009118541033435,0.2964071856287425,1
2888,0,0,0,0,post,50,0,NA,31,1,1,0.9090909090909091,0.8,2
704,0,0,0,0,post,96,0,NA,13,1,1,0.9523809523809523,0.8333333333333334,2
3222,0,0,0,0,post,85,0,NA,28,1,1,0.11904761904761904,0.11764705882352941,2
1491,0,0,0,0,post,112,0,NA,16,1,1,0,0.35714285714285715,2
461,0,0,0,0,post,134,0,NA,13,1,1,0.725925925925926,0,2
1552,0,0,0,0,post,142,0,NA,16,1,1,0.2222222222222222,0.2112676056338028,2
4201,0,0,0,0,post,139,1,NA,25,1,1,0.6115107913669064,0.6115107913669064,2
3010,0,0,0,0,post,139,0,NA,24,1,1,0.7142857142857143,0.7194244604316546,2
1425,0,0,0,0,post,185,0,NA,17,1,1,0.7142857142857143,0.5405405405405406,2
2408,0,0,0,0,post,137,0,NA,24,1,1,0.6993006993006993,0.7299270072992701,2
4511,0,0,0,0,post,119,0,NA,29,1,1,0.33783783783783783,0.42016806722689076,2
917,0,0,0,0,post,161,1,Armed Groups,3,1,1,0.47619047619047616,0.4968944099378882,2
4705,2,0,0,1,post,178,1,NA,22,1,1,0.5747126436781609,0.5617977528089888,2
1711,0,0,0,0,post,187,0,NA,16,1,1,0.3888888888888889,0.37433155080213903,2
1611,0,0,0,0,post,208,1,NA,16,1,1,0.10416666666666667,0.09615384615384616,2
5074,0,0,0,0,post,166,0,NA,1,1,1,0.21608040201005024,0.25903614457831325,2
539,34,155,1,1,post,132,0,NA,13,1,1,0.045871559633027525,0.07575757575757576,2
1201,0,0,0,0,post,238,0,NA,15,1,1,0.45454545454545453,0.42016806722689076,2
444,0,0,0,0,post,234,0,NA,2,1,1,0.2727272727272727,0.2564102564102564,2
4593,0,0,0,0,post,252,0,NA,29,1,1,0.3024193548387097,0.2777777777777778,2
2445,0,0,0,0,post,249,0,NA,24,1,1,0.24096385542168675,0.24096385542168675,2
2003,0,0,0,0,post,289,0,NA,19,1,1,0.35587188612099646,0.3460207612456747,2
900,0,0,0,0,post,141,1,Armed Groups,3,1,1,0.13793103448275862,0.28368794326241137,2
2984,0,0,0,0,post,304,0,NA,24,1,1,0.29605263157894735,0.29605263157894735,2
897,0,0,0,0,post,321,1,Armed Groups,3,1,1,0.06451612903225806,0.06230529595015576,2
1489,0,0,0,0,post,408,0,NA,16,1,1,0.062111801242236024,0.049019607843137254,2
1580,0,0,0,0,post,380,0,NA,16,1,1,0.05917159763313609,0.05263157894736842,2
552,0,0,0,0,post,138,0,NA,13,1,1,0.04043126684636118,0.10869565217391304,2
2538,2,0,0,1,post,457,0,NA,24,1,1,0.2349869451697128,0.19693654266958424,2
1460,0,0,0,0,post,448,0,NA,17,1,1,0.2242152466367713,0.22321428571428573,2
833,0,0,0,0,post,597,1,NA,3,1,1,0.043029259896729774,0.03350083752093802,2
4e3,5,45,1,1,post,602,1,NA,28,1,1,0.132890365448505,0.132890365448505,2
4688,0,0,0,0,post,423,0,NA,22,1,1,0.13008130081300814,0.18912529550827423,2
5076,42,434,1,1,post,520,1,NA,1,1,1,0.06830601092896176,0.09615384615384616,2
1431,0,0,0,0,post,157,0,NA,17,0,1,0.5649717514124294,0.6369426751592356,1
1287,1,0,0,1,post,125,0,NA,15,1,0,0.3157894736842105,0.24,1
4082,0,0,0,0,post,161,0,NA,25,1,0,0,0,1
4522,0,0,0,0,post,168,0,NA,29,1,0,0.24390243902439024,0.23809523809523808,1
4598,0,0,0,0,post,177,0,NA,29,1,0,0.35353535353535354,0.3954802259887006,1
2686,2,0,0,1,post,200,1,NA,31,1,0,0.1,0.1,1
4006,5,45,1,1,post,335,1,NA,28,1,0,0.18461538461538463,0.1791044776119403,1
4252,0,0,0,0,post,76,0,NA,28,1,1,0.7894736842105263,0.7894736842105263,2
2378,0,0,0,0,post,89,1,NA,24,1,1,0.9550561797752809,0.9550561797752809,2
2175,0,0,0,0,post,119,0,NA,19,1,1,0.8620689655172413,0.8403361344537815,2
4328,0,0,0,0,post,142,0,NA,1,1,1,0.847457627118644,0.704225352112676,2
2641,0,0,0,0,post,125,0,NA,24,1,1,0.56,0.56,2
2544,0,0,0,0,post,141,1,NA,24,1,1,0.7936507936507936,0.7092198581560284,2
2043,0,0,0,0,post,128,1,NA,19,1,1,0.7874015748031497,0.78125,2
1213,0,0,0,0,post,138,0,NA,15,1,1,0.78125,0.7246376811594203,2
1494,0,0,0,0,post,208,0,NA,16,1,1,0.78125,0.4807692307692308,2
1797,0,0,0,0,post,142,0,NA,19,1,1,0.5633802816901409,0.5633802816901409,2
1709,0,0,0,0,post,180,0,NA,16,1,1,0.26490066225165565,0.2222222222222222,2
4643,0,0,0,0,post,187,1,Armed Groups,22,1,1,0.30303030303030304,0.32085561497326204,2
